IDC;CNPJ Cliente;Desc estab;UF do Cliente;Cod Item Cliente;Desc Item Cliente;Marca Cliente;Cod Item;Desc Item;Marca da resposta;Qtd.;Status;Motivo da Rejeição;Data Inicial;Val. Unit.;Data de Encerramento;Estab;Vendedor;Valor Total;Região;Família;Data Resposta
531668;6,29329E+13;Gsc - Ibcc (São Paulo/Sp) (Ibcc - Vila M.);SP;86944;zoladex 3,6mg injetavel (gosserrelina);ASTRAZENECA DO BRASIL LTDA;7,89621E+12;zoladex 3,6mg depot;ASTRAZENECA DO BRASIL LTDA;7;Confirmado;;02/12/2025;R$ 345,47;17/12/2025;Filial;3069-Bruna Faria;R$ 2.418,29;Sudeste;Medicamentos;02/12/2025
531782;6,15904E+13;Hosp. Sírio Libanes (São Paulo/Sp) (Bela Vista);SP;364984;nubeqa 300mg cp rev;BAYER S A ;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;480;Perdido;;02/12/2025;R$ 99,47;03/12/2025;Filial;3069-Bruna Faria;R$ 47.747,52;Sudeste;Medicamentos;02/12/2025
531782;6,15904E+13;Hosp. Sírio Libanes (São Paulo/Sp) (Bela Vista);SP;138390;nexavar 200mg cp rev;BAYER S A ;7,89111E+12;nexavar 200mg;BAYER S A ;60;Perdido;;02/12/2025;R$ 129,89;03/12/2025;Filial;3069-Bruna Faria;R$ 7.793,66;Sudeste;Medicamentos;02/12/2025
531563;04311093001289;Cassems (Cmda);MS;22427;benlysta (belimumabe) 120mg fa - lab gsk;SEM VINCULO;7,89602E+12;benlysta iv 120mg/5ml;GSK OTC;3;Perdido;;02/12/2025;R$ 898,28;03/12/2025;Filial;50481-Vanusa Garcia;R$ 2.694,84;Centro-Oeste;Dietas enterais;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;18009;omalizumabe 150mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;18009;omalizumabe 150mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Materiais Odontológicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;18009;omalizumabe 150mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Materiais Médicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;18009;omalizumabe 150mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Dietas enterais;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;18009;omalizumabe 150mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Medicamentos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;18009;omalizumabe 150mg;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Gêneros Alimentícios;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;37439;mepolizumabe 100 mg sr - nucala;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;2;Confirmado;;02/12/2025;R$ 8.763,45;03/12/2025;Filial;50481-Vanusa Garcia;R$ 17.526,90;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;37439;mepolizumabe 100 mg sr - nucala;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;2;Confirmado;;02/12/2025;R$ 8.763,45;03/12/2025;Filial;50481-Vanusa Garcia;R$ 17.526,90;Sudeste;Materiais Odontológicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;37439;mepolizumabe 100 mg sr - nucala;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;2;Confirmado;;02/12/2025;R$ 8.763,45;03/12/2025;Filial;50481-Vanusa Garcia;R$ 17.526,90;Sudeste;Gêneros Alimentícios;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;37439;mepolizumabe 100 mg sr - nucala;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;2;Confirmado;;02/12/2025;R$ 8.763,45;03/12/2025;Filial;50481-Vanusa Garcia;R$ 17.526,90;Sudeste;Materiais Médicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;37439;mepolizumabe 100 mg sr - nucala;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;2;Confirmado;;02/12/2025;R$ 8.763,45;03/12/2025;Filial;50481-Vanusa Garcia;R$ 17.526,90;Sudeste;Dietas enterais;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;37439;mepolizumabe 100 mg sr - nucala;SEM VINCULO;7,89602E+12;nucala 100 mg/ml sol + ct aplic;GSK OTC;2;Confirmado;;02/12/2025;R$ 8.763,45;03/12/2025;Filial;50481-Vanusa Garcia;R$ 17.526,90;Sudeste;Medicamentos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;38726;tezepelumabe 210 mg/1,91 ml;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAMEDICA EQUIPAMENTOS E PRODUTOS HOSPITALARES LTDA;5;Perdido;;02/12/2025;R$ 8.530,67;03/12/2025;Filial;50481-Vanusa Garcia;R$ 42.653,35;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;38726;tezepelumabe 210 mg/1,91 ml;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAMEDICA EQUIPAMENTOS E PRODUTOS HOSPITALARES LTDA;5;Perdido;;02/12/2025;R$ 8.530,67;03/12/2025;Filial;50481-Vanusa Garcia;R$ 42.653,35;Sudeste;Gêneros Alimentícios;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;38726;tezepelumabe 210 mg/1,91 ml;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAMEDICA EQUIPAMENTOS E PRODUTOS HOSPITALARES LTDA;5;Perdido;;02/12/2025;R$ 8.530,67;03/12/2025;Filial;50481-Vanusa Garcia;R$ 42.653,35;Sudeste;Materiais Médicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;38726;tezepelumabe 210 mg/1,91 ml;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAMEDICA EQUIPAMENTOS E PRODUTOS HOSPITALARES LTDA;5;Perdido;;02/12/2025;R$ 8.530,67;03/12/2025;Filial;50481-Vanusa Garcia;R$ 42.653,35;Sudeste;Dietas enterais;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;38726;tezepelumabe 210 mg/1,91 ml;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAMEDICA EQUIPAMENTOS E PRODUTOS HOSPITALARES LTDA;5;Perdido;;02/12/2025;R$ 8.530,67;03/12/2025;Filial;50481-Vanusa Garcia;R$ 42.653,35;Sudeste;Medicamentos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;32653;benralizumabe 30 mg/ml - srg. 1 ml - fasenra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;32653;benralizumabe 30 mg/ml - srg. 1 ml - fasenra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Materiais Odontológicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;32653;benralizumabe 30 mg/ml - srg. 1 ml - fasenra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Gêneros Alimentícios;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;32653;benralizumabe 30 mg/ml - srg. 1 ml - fasenra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Materiais Médicos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;32653;benralizumabe 30 mg/ml - srg. 1 ml - fasenra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Dietas enterais;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;32653;benralizumabe 30 mg/ml - srg. 1 ml - fasenra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;02/12/2025;R$ 0,00;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 0,00;Sudeste;Medicamentos;02/12/2025
531289;7,36967E+13;Hosp. Adventista Silvestre Rio (Has);RJ;36290;transtuzumab 600 mg sc (herceptin);SEM VINCULO;7,89623E+12;herceptin 600 mg sol inj sc ct fa vd trans x 5 ml;Outros;3;Perdido;;02/12/2025;R$ 12.620,64;03/12/2025;Filial;50481-Vanusa Garcia;R$ 37.861,92;Sudeste;Medicamentos;02/12/2025
531293;4,4456E+13;Unimed Bauru (Clinica);SP;38726;tezepelumabe 210 mg/1,91 ml;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAMEDICA EQUIPAMENTOS E PRODUTOS HOSPITALARES LTDA;5;Perdido;;02/12/2025;R$ 8.530,67;03/12/2025;Filial;50481-Vanusa Garcia;R$ 42.653,35;Sudeste;Materiais Odontológicos;02/12/2025
530949;4,54E+13;Unimed Sorocaba (Clin. Nais);SP;78950;nubeqa 300mg cpr @;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;GLAXOSMITHKLINE BRASIL LTDA;120;Perdido;;02/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 11.912,40;Sudeste;Medicamentos;02/12/2025
530949;4,54E+13;Unimed Sorocaba (Clin. Nais);SP;59847;alecensa 150mg cpr @;SEM VINCULO;7,61333E+12;alecensa 150mg;ROCHE;224;Perdido;;02/12/2025;R$ 124,95;02/12/2025;Filial;50481-Vanusa Garcia;R$ 27.988,80;Sudeste;Medicamentos;02/12/2025
530946;6,29329E+13;Gsc - Ibcc (São Paulo/Sp) (Ibcc - Vila M.);SP;86943;zoladex la 10,8mg injetavel (gosserrelina);ASTRAZENECA DO BRASIL LTDA;7,89621E+12;zoladex la 10,8mg;ASTRAZENECA DO BRASIL LTDA;10;Confirmado;;02/12/2025;R$ 611,58;02/12/2025;Filial;3069-Bruna Faria;R$ 6.115,77;Sudeste;Medicamentos;02/12/2025
530985;1,66765E+13;Rede Mater Dei Saúde (Nova Lima);MG;97900;carboximaltose ferrica (50mg/ml) fa 10ml inj - ferinject;SEM VINCULO;7,89858E+12;ferinject injet 50mg 1fa x 10ml;BLANVER FARMOQUIMICA E FARMACEUTICA S A ;5;Perdido;;02/12/2025;R$ 583,32;02/12/2025;Filial;50483-Mateus Augusto;R$ 2.916,60;Sudeste;Dietas enterais;02/12/2025
530083;4,4456E+13;Unimed Bauru (Matriz);SP;32342;cabozantinibe 40 mg cpds;SEM VINCULO;CABOMETYX 40 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Confirmado;;01/12/2025;R$ 1.058,71;01/12/2025;Filial;50481-Vanusa Garcia;R$ 31.761,30;Sudeste;Materiais de Laboratório e Banco de Sangue;01/12/2025
530582;5,20492E+13;Santa Casa De Marília (Sc Marília);SP;8709;trastuzumabe entansina 100 mg fa ( kadcyla);ROCHE;7,89623E+12;kadcyla 100mg;ROCHE;4;Confirmado;;01/12/2025;R$ 8.297,90;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 33.191,60;Sudeste;Medicamentos;02/12/2025
530582;5,20492E+13;Santa Casa De Marília (Sc Marília);SP;19230;durvalumabe 500mg/10ml frasco-ampola;ASTRAZENECA DO BRASIL LTDA;12896;imfinzi iv 500 mg/10 ml (50 mg/ml) fra/amp 10ml;ASTRAZENECA DO BRASIL LTDA;3;Perdido;;01/12/2025;R$ 13.401,66;03/12/2025;FarmaPontual;50481-Vanusa Garcia;R$ 40.204,98;Sudeste;Medicamentos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3204;erlotinibe 150mg cp;SEM VINCULO;7,89623E+12;tarceva;ROCHE;30;Perdido;;01/12/2025;R$ 318,38;02/12/2025;Filial;50481-Vanusa Garcia;R$ 9.551,40;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3204;erlotinibe 150mg cp;SEM VINCULO;7,89623E+12;tarceva;ROCHE;30;Perdido;;01/12/2025;R$ 318,38;02/12/2025;Filial;50481-Vanusa Garcia;R$ 9.551,40;Sudeste;Materiais Odontológicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3204;erlotinibe 150mg cp;SEM VINCULO;7,89623E+12;tarceva;ROCHE;30;Perdido;;01/12/2025;R$ 318,38;02/12/2025;Filial;50481-Vanusa Garcia;R$ 9.551,40;Sudeste;Materiais Médicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3204;erlotinibe 150mg cp;SEM VINCULO;7,89623E+12;tarceva;ROCHE;30;Perdido;;01/12/2025;R$ 318,38;02/12/2025;Filial;50481-Vanusa Garcia;R$ 9.551,40;Sudeste;Dietas enterais;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3204;erlotinibe 150mg cp;SEM VINCULO;7,89623E+12;tarceva;ROCHE;30;Perdido;;01/12/2025;R$ 318,38;02/12/2025;Filial;50481-Vanusa Garcia;R$ 9.551,40;Sudeste;Medicamentos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3204;erlotinibe 150mg cp;SEM VINCULO;7,89623E+12;tarceva;ROCHE;30;Perdido;;01/12/2025;R$ 318,38;02/12/2025;Filial;50481-Vanusa Garcia;R$ 9.551,40;Sudeste;Gêneros Alimentícios;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;29018;osimertinibe 80 mg cp;SEM VINCULO;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;01/12/2025;R$ 1.028,94;02/12/2025;Filial;50481-Vanusa Garcia;R$ 61.736,40;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;29018;osimertinibe 80 mg cp;SEM VINCULO;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;01/12/2025;R$ 1.028,94;02/12/2025;Filial;50481-Vanusa Garcia;R$ 61.736,40;Sudeste;Materiais Odontológicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;29018;osimertinibe 80 mg cp;SEM VINCULO;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;01/12/2025;R$ 1.028,94;02/12/2025;Filial;50481-Vanusa Garcia;R$ 61.736,40;Sudeste;Materiais Médicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;29018;osimertinibe 80 mg cp;SEM VINCULO;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;01/12/2025;R$ 1.028,94;02/12/2025;Filial;50481-Vanusa Garcia;R$ 61.736,40;Sudeste;Dietas enterais;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;29018;osimertinibe 80 mg cp;SEM VINCULO;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;01/12/2025;R$ 1.028,94;02/12/2025;Filial;50481-Vanusa Garcia;R$ 61.736,40;Sudeste;Medicamentos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3035;fulvestranto 250mg - srg.5ml;SEM VINCULO;7,89621E+12;faslodex 250mg/5ml;ASTRAZENECA DO BRASIL LTDA;20;Perdido;;01/12/2025;R$ 2.477,09;02/12/2025;Filial;50481-Vanusa Garcia;R$ 49.541,80;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3035;fulvestranto 250mg - srg.5ml;SEM VINCULO;7,89621E+12;faslodex 250mg/5ml;ASTRAZENECA DO BRASIL LTDA;20;Perdido;;01/12/2025;R$ 2.477,09;02/12/2025;Filial;50481-Vanusa Garcia;R$ 49.541,80;Sudeste;Materiais Odontológicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3035;fulvestranto 250mg - srg.5ml;SEM VINCULO;7,89621E+12;faslodex 250mg/5ml;ASTRAZENECA DO BRASIL LTDA;20;Perdido;;01/12/2025;R$ 2.477,09;02/12/2025;Filial;50481-Vanusa Garcia;R$ 49.541,80;Sudeste;Gêneros Alimentícios;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3035;fulvestranto 250mg - srg.5ml;SEM VINCULO;7,89621E+12;faslodex 250mg/5ml;ASTRAZENECA DO BRASIL LTDA;20;Perdido;;01/12/2025;R$ 2.477,09;02/12/2025;Filial;50481-Vanusa Garcia;R$ 49.541,80;Sudeste;Materiais Médicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3035;fulvestranto 250mg - srg.5ml;SEM VINCULO;7,89621E+12;faslodex 250mg/5ml;ASTRAZENECA DO BRASIL LTDA;20;Perdido;;01/12/2025;R$ 2.477,09;02/12/2025;Filial;50481-Vanusa Garcia;R$ 49.541,80;Sudeste;Dietas enterais;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3035;fulvestranto 250mg - srg.5ml;SEM VINCULO;7,89621E+12;faslodex 250mg/5ml;ASTRAZENECA DO BRASIL LTDA;20;Perdido;;01/12/2025;R$ 2.477,09;02/12/2025;Filial;50481-Vanusa Garcia;R$ 49.541,80;Sudeste;Medicamentos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;34008;darolutamida 300 mg - cpds;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;600;Perdido;;01/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 59.562,00;Sudeste;Materiais de Laboratório e Banco de Sangue;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;34008;darolutamida 300 mg - cpds;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;600;Perdido;;01/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 59.562,00;Sudeste;Materiais Odontológicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;34008;darolutamida 300 mg - cpds;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;600;Perdido;;01/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 59.562,00;Sudeste;Gêneros Alimentícios;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;34008;darolutamida 300 mg - cpds;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;600;Perdido;;01/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 59.562,00;Sudeste;Materiais Médicos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;34008;darolutamida 300 mg - cpds;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;600;Perdido;;01/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 59.562,00;Sudeste;Dietas enterais;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;34008;darolutamida 300 mg - cpds;SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;600;Perdido;;01/12/2025;R$ 99,27;02/12/2025;Filial;50481-Vanusa Garcia;R$ 59.562,00;Sudeste;Medicamentos;02/12/2025
530886;03315918000541;Unimed Campo Grande (Unimed Cg);MS;97564;nucala (mepolizumabe) 40mg;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;nucala 1ser preenc 0,4ml 40mg inj;GLAXOSMITHKLINE BRASIL LTDA;2;Confirmado;;01/12/2025;R$ 3.306,39;02/12/2025;Filial;50481-Vanusa Garcia;R$ 6.612,78;Centro-Oeste;Dietas enterais;02/12/2025
530886;03315918000541;Unimed Campo Grande (Unimed Cg);MS;97564;nucala (mepolizumabe) 40mg;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;nucala 1ser preenc 0,4ml 40mg inj;GLAXOSMITHKLINE BRASIL LTDA;2;Confirmado;;01/12/2025;R$ 3.306,39;02/12/2025;Filial;50481-Vanusa Garcia;R$ 6.612,78;Centro-Oeste;Medicamentos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3411;lanreotida, acetato 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;2;Perdido;;01/12/2025;R$ 3.815,14;02/12/2025;Filial;50481-Vanusa Garcia;R$ 7.630,28;Sudeste;Materiais de Laboratório e Banco de Sangue;01/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3411;lanreotida, acetato 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;2;Perdido;;01/12/2025;R$ 3.815,14;02/12/2025;Filial;50481-Vanusa Garcia;R$ 7.630,28;Sudeste;Materiais Odontológicos;01/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3411;lanreotida, acetato 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;2;Perdido;;01/12/2025;R$ 3.815,14;02/12/2025;Filial;50481-Vanusa Garcia;R$ 7.630,28;Sudeste;Gêneros Alimentícios;01/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3411;lanreotida, acetato 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;2;Perdido;;01/12/2025;R$ 3.815,14;02/12/2025;Filial;50481-Vanusa Garcia;R$ 7.630,28;Sudeste;Materiais Médicos;01/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3411;lanreotida, acetato 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;2;Perdido;;01/12/2025;R$ 3.815,14;02/12/2025;Filial;50481-Vanusa Garcia;R$ 7.630,28;Sudeste;Dietas enterais;01/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;3411;lanreotida, acetato 120mg;SEM VINCULO;SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML;somatuli;IPSEN FARMACEUTICA LTDA;2;Perdido;;01/12/2025;R$ 3.815,14;02/12/2025;Filial;50481-Vanusa Garcia;R$ 7.630,28;Sudeste;Medicamentos;01/12/2025
530639;7,67672E+13;Unimed Maringá (Ciasu Unimed);PR;174598;letrozol 2,5mg - cx c/ 30 cp - novartis;SEM VINCULO;BIOE453DC447F3A;letrozol;ACCORD FARMACEUTICA LTDA;90;Perdido;;01/12/2025;R$ 2,35;02/12/2025;FarmaPontual;50482-Leticia Nayara;R$ 211,47;Sul;Medicamentos;02/12/2025
530396;4,4456E+13;Unimed Bauru (Matriz);SP;29018;osimertinibe 80 mg cp;SEM VINCULO;5,00046E+12;tagrisso 80mg;ASTRAZENECA DO BRASIL LTDA;60;Confirmado;;01/12/2025;R$ 1.028,94;02/12/2025;Filial;50481-Vanusa Garcia;R$ 61.736,40;Sudeste;Gêneros Alimentícios;02/12/2025
529976;4,86284E+13;Unimed Sta. Bárbara D Oeste E Americana (H. Sta Barbara);SP;56505;ocrelizumabe 920mg/23ml sc frasco-ampola;ROCHE;7,61333E+12;ocrevus 920 mg sol inj sc ct fa vd trans x 23 ml;ROCHE;1;Confirmado;;01/12/2025;R$ 78.450,87;02/12/2025;Filial;50481-Vanusa Garcia;R$ 78.450,87;Sudeste;Dietas enterais;01/12/2025
529976;4,86284E+13;Unimed Sta. Bárbara D Oeste E Americana (H. Sta Barbara);SP;56505;ocrelizumabe 920mg/23ml sc frasco-ampola;ROCHE;7,61333E+12;ocrevus 920 mg sol inj sc ct fa vd trans x 23 ml;ROCHE;1;Confirmado;;01/12/2025;R$ 78.450,87;02/12/2025;Filial;50481-Vanusa Garcia;R$ 78.450,87;Sudeste;Medicamentos;01/12/2025
529847;08680639000681;Hosp. Unimed João Pessoa (João Pessoa/Pb) (Cac);PB;45150;diu mirena 52mg/siu;BAYER S A ;7,89111E+12;diu mirena 1x1 evo br 1 siu + insertor hosp;BAYER S A ;100;Perdido;;01/12/2025;R$ 988,80;01/12/2025;Filial;50478-Adriana Araujo;R$ 98.880,00;Nordeste;Medicamentos;01/12/2025
530547;6,29329E+13;Gsc - Ibcc (São Paulo/Sp) (Ibcc - Mooca);SP;108089;jemperli 50mg/ml injetavel - 10ml (dostarlimabe);GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;jemperli 1fa 10ml 50mg/ml inj;GLAXOSMITHKLINE BRASIL LTDA;2;Confirmado;;01/12/2025;R$ 28.622,30;01/12/2025;Filial;3069-Bruna Faria;R$ 57.244,60;Sudeste;Medicamentos;01/12/2025
530616;6,29329E+13;Gsc - Ibcc (São Paulo/Sp) (Ibcc - Mooca);SP;88358;gazyva 25mg/ml injetavel - 40ml (obinutuzumabe);Outros;7,89623E+12;gazyva 1fa 40ml 1000mg inj;Outros;1;Confirmado;;01/12/2025;R$ 25.187,87;01/12/2025;Filial;3069-Bruna Faria;R$ 25.187,87;Sudeste;Medicamentos;01/12/2025
530744;4,54E+13;Unimed Sorocaba (Unimed Sorocaba);SP;91003;truqap 200mg cpr @;SEM VINCULO;TRUQAP 64COM 200MG;truqap;ASTRAZENECA DO BRASIL LTDA;64;Perdido;;01/12/2025;R$ 612,52;01/12/2025;FILIAL;50489-Lucas Beraldo;R$ 39.201,50;Sudeste;Medicamentos;01/12/2025
